MsgID.LOCAL_VELOCITY,0.0000000,0.3300000,-0.5000000,0.1400000
MsgID.LOCAL_POSITION,25.1170000,0.0957188,9.7164001,-2.9956973
MsgID.LOCAL_VELOCITY,25.1170000,0.3300092,-0.5053790,0.1474431
MsgID.GLOBAL_POSITION,0.0000000,-122.3956437,37.7932833,2.9830000
MsgID.LOCAL_VELOCITY,0.0000000,1.6200000,-0.3700000,0.0800000
MsgID.LOCAL_POSITION,25.3670000,0.1945423,9.6148758,-2.9833589
MsgID.LOCAL_VELOCITY,25.3670000,1.6276541,-0.3721541,0.0852980
MsgID.GLOBAL_POSITION,0.0000000,-122.3956449,37.7932889,2.9900000
MsgID.LOCAL_VELOCITY,0.0000000,3.0500000,-0.2000000,-0.0700000
MsgID.LOCAL_POSITION,25.6170000,0.8224148,9.5107641,-2.9903922
MsgID.LOCAL_VELOCITY,25.6170000,3.0589173,-0.2070378,-0.0734531
MsgID.GLOBAL_POSITION,0.0000000,-122.3956451,37.7932964,2.9770000
MsgID.LOCAL_VELOCITY,0.0000000,4.0500000,-0.0600000,-0.0300000
MsgID.LOCAL_POSITION,25.8670000,1.6529726,9.4913721,-2.9778166
MsgID.LOCAL_VELOCITY,25.8670000,4.0598979,-0.0626343,-0.0396926
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956466,37.7933076,2.9710000
MsgID.LOCAL_VELOCITY,0.0000000,5.2100000,0.1100000,-0.1100000
MsgID.LOCAL_POSITION,26.1180000,2.8972249,9.3624363,-2.9718380
MsgID.LOCAL_VELOCITY,26.1180000,5.2129073,0.1151868,-0.1169100
MsgID.GLOBAL_POSITION,0.0000000,-122.3956461,37.7933195,2.9740000
MsgID.LOCAL_VELOCITY,0.0000000,6.1500000,0.3100000,-0.1800000
MsgID.LOCAL_POSITION,26.3680000,4.2205553,9.4051523,-2.9747341
MsgID.LOCAL_VELOCITY,26.3680000,6.1527681,0.3146921,-0.1881327
MsgID.GLOBAL_POSITION,0.0000000,-122.3956435,37.7933354,2.9870000
MsgID.LOCAL_VELOCITY,0.0000000,7.0700000,0.5500000,-0.1100000
MsgID.LOCAL_POSITION,26.6190000,5.9896588,9.6378069,-2.9872224
MsgID.LOCAL_VELOCITY,26.6190000,7.0752010,0.5502808,-0.1183428
MsgID.GLOBAL_POSITION,0.0000000,-122.3956399,37.7933509,2.9950000
MsgID.LOCAL_VELOCITY,0.0000000,7.2500000,0.5900000,-0.0400000
MsgID.LOCAL_POSITION,26.8690000,7.7156825,9.9601164,-2.9956281
MsgID.LOCAL_VELOCITY,26.8690000,7.2594881,0.5985645,-0.0420870
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956382,37.7933660,2.9890000
MsgID.LOCAL_VELOCITY,0.0000000,5.6300000,0.3600000,0.0500000
MsgID.LOCAL_POSITION,27.1190000,9.3847275,10.1095629,-2.9898212
MsgID.LOCAL_VELOCITY,27.1190000,5.6377568,0.3619542,0.0584674
MsgID.GLOBAL_POSITION,0.0000000,-122.3956386,37.7933748,3.0010000
MsgID.LOCAL_VELOCITY,0.0000000,3.9400000,0.1900000,0.0400000
MsgID.LOCAL_POSITION,27.3690000,10.3633327,10.0734377,-3.0013711
MsgID.LOCAL_VELOCITY,27.3690000,3.9471710,0.1984170,0.0497087
MsgID.GLOBAL_POSITION,0.0000000,-122.3956391,37.7933833,3.0090000
MsgID.LOCAL_VELOCITY,0.0000000,2.3900000,0.1100000,0.1400000
MsgID.LOCAL_POSITION,27.6200000,11.3118124,10.0237980,-3.0092304
MsgID.LOCAL_VELOCITY,27.6200000,2.3921490,0.1118653,0.1469244
MsgID.GLOBAL_POSITION,0.0000000,-122.3956380,37.7933876,3.0040000
MsgID.LOCAL_VELOCITY,0.0000000,1.0400000,0.0500000,0.1400000
MsgID.LOCAL_POSITION,27.8700000,11.7896910,10.1212349,-3.0048087
MsgID.LOCAL_VELOCITY,27.8700000,1.0493237,0.0557352,0.1458210
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956384,37.7933884,2.9920000
MsgID.LOCAL_VELOCITY,0.0000000,-0.3800000,-0.0300000,0.1500000
MsgID.LOCAL_POSITION,28.1200000,11.8817234,10.0861034,-2.9928958
MsgID.LOCAL_VELOCITY,28.1200000,-0.3897996,-0.0300379,0.1545949
MsgID.GLOBAL_POSITION,0.0000000,-122.3956387,37.7933865,3.0040000
MsgID.LOCAL_VELOCITY,0.0000000,-1.6500000,-0.0900000,0.0200000
MsgID.LOCAL_POSITION,28.3710000,11.6314182,10.0570774,-3.0064175
MsgID.LOCAL_VELOCITY,28.3710000,-1.7761532,-0.0938600,0.0538316
MsgID.GLOBAL_POSITION,0.0000000,-122.3956384,37.7933827,3.0060000
MsgID.LOCAL_VELOCITY,0.0000000,-2.4500000,-0.1000000,0.1000000
MsgID.LOCAL_POSITION,28.6220000,11.2435026,10.0863934,-3.0066121
MsgID.LOCAL_VELOCITY,28.6220000,-2.4546609,-0.1024458,0.1096508
MsgID.GLOBAL_POSITION,0.0000000,-122.3956379,37.7933772,2.9830000
MsgID.LOCAL_VELOCITY,0.0000000,-2.3500000,-0.1300000,0.1100000
MsgID.LOCAL_POSITION,28.8720000,10.5391912,10.1165886,-2.9809666
MsgID.LOCAL_VELOCITY,28.8720000,-2.2961524,-0.1408012,0.0994543
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956409,37.7933710,2.9780000
MsgID.LOCAL_VELOCITY,0.0000000,-1.5000000,-0.1400000,-0.0400000
MsgID.LOCAL_POSITION,29.1250000,9.9438047,9.8658152,-2.9787352
MsgID.LOCAL_VELOCITY,29.1250000,-1.5099219,-0.1472539,-0.0411639
MsgID.GLOBAL_POSITION,0.0000000,-122.3956412,37.7933687,2.9880000
MsgID.LOCAL_VELOCITY,0.0000000,-0.5800000,-0.0500000,-0.1100000
MsgID.LOCAL_POSITION,29.3760000,9.6505098,9.8519592,-2.9896383
MsgID.LOCAL_VELOCITY,29.3760000,-0.5109629,-0.0476152,-0.0818717
MsgID.GLOBAL_POSITION,0.0000000,-122.3956394,37.7933666,2.9870000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1900000,0.0000000,-0.0900000
MsgID.LOCAL_POSITION,29.6260000,9.4591618,10.0032263,-2.9874811
MsgID.LOCAL_VELOCITY,29.6260000,-0.1929312,-0.0044209,-0.0935782
MsgID.GLOBAL_POSITION,0.0000000,-122.3956380,37.7933676,2.9810000
MsgID.LOCAL_VELOCITY,0.0000000,0.2100000,-0.0100000,-0.0700000
MsgID.LOCAL_POSITION,29.8760000,9.6031351,10.1131430,-2.9817359
MsgID.LOCAL_VELOCITY,29.8760000,0.2918370,-0.0221679,-0.1116821
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956393,37.7933695,2.9770000
MsgID.LOCAL_VELOCITY,0.0000000,0.3800000,-0.0300000,-0.0400000
MsgID.LOCAL_POSITION,30.1270000,9.7716522,10.0062790,-2.9777811
MsgID.LOCAL_VELOCITY,30.1270000,0.3856756,-0.0344356,-0.0423212
MsgID.GLOBAL_POSITION,0.0000000,-122.3956401,37.7933697,2.9870000
MsgID.LOCAL_VELOCITY,0.0000000,0.1400000,-0.0100000,-0.1600000
MsgID.LOCAL_POSITION,30.3780000,9.8008986,9.9188175,-2.9913335
MsgID.LOCAL_VELOCITY,30.3780000,0.1181642,-0.0167942,-0.1301849
MsgID.GLOBAL_POSITION,0.0000000,-122.3956399,37.7933699,3.0050000
MsgID.LOCAL_VELOCITY,0.0000000,0.0500000,0.0000000,-0.0500000
MsgID.LOCAL_POSITION,30.6280000,9.8186388,9.9523354,-3.0050097
MsgID.LOCAL_VELOCITY,30.6280000,0.0576191,-0.0017228,-0.0511203
MsgID.GLOBAL_POSITION,0.0000000,-122.3956386,37.7933696,2.9970000
MsgID.LOCAL_VELOCITY,0.0000000,0.0500000,0.0000000,0.0400000
MsgID.LOCAL_POSITION,30.8790000,9.7719116,10.0697231,-2.9950116
MsgID.LOCAL_VELOCITY,30.8790000,0.0576012,0.0043534,0.0691462
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956400,37.7933685,2.9790000
MsgID.LOCAL_VELOCITY,0.0000000,0.0400000,0.0000000,0.0300000
MsgID.LOCAL_POSITION,31.1290000,9.6676416,9.9439945,-2.9797344
MsgID.LOCAL_VELOCITY,31.1290000,0.0460196,0.0003912,0.0324421
MsgID.GLOBAL_POSITION,0.0000000,-122.3956403,37.7933693,2.9850000
MsgID.LOCAL_VELOCITY,0.0000000,0.0400000,0.0000000,-0.0600000
MsgID.LOCAL_POSITION,31.3790000,9.7843227,9.9226675,-2.9870250
MsgID.LOCAL_VELOCITY,31.3790000,0.0487247,0.0068194,-0.0785781
MsgID.GLOBAL_POSITION,0.0000000,-122.3956401,37.7933710,2.9860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0400000,0.0100000,0.0000000
